gene_id,gene_name,eggNOG_OGs,Description,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,accession,old_locus_tag,start,end,strand,gene_product,COG,operon
XNR_RS00395,XNR_RS00395,"COG1609@1|root,COG1609@2|Bacteria,2GMGS@201174|Actinobacteria",Periplasmic binding protein LacI transcriptional regulator,-,-,ko:K02529,-,-,-,-,"ko00000,ko03000",-,-,-,"LacI,Peripla_BP_3",NC_020990.1,XNR_0084,102041,103081,+,LacI family DNA-binding transcriptional regulator,Transcription,Op68
XNR_RS00400,XNR_RS00400,"COG2301@1|root,COG2301@2|Bacteria,2GNNK@201174|Actinobacteria",Belongs to the HpcH HpaI aldolase family,-,-,-,-,-,-,-,-,-,-,-,HpcH_HpaI,NC_020990.1,XNR_0085,103107,104408,-,aldolase,Carbohydrate transport and metabolism,Op69
XNR_RS00405,etfA,"COG2025@1|root,COG2025@2|Bacteria,2GJWH@201174|Actinobacteria",Electron transfer flavoprotein,-,-,ko:K03522,-,-,-,-,"ko00000,ko04147",-,-,-,"ETF,ETF_alpha",NC_020990.1,XNR_0086,104592,105554,-,electron transfer flavoprotein subunit alpha/FixB family protein,Energy production and conversion,Op70
XNR_RS00410,etfB,"COG2086@1|root,COG2086@2|Bacteria,2GKV6@201174|Actinobacteria",Electron transfer flavoprotein,-,-,ko:K03521,-,-,-,-,ko00000,-,-,-,ETF,NC_020990.1,XNR_0087,105648,106433,-,electron transfer flavoprotein subunit beta/FixA family protein,Energy production and conversion,Op71
XNR_RS00415,XNR_RS00415,"COG1853@1|root,COG1853@2|Bacteria,2GYGX@201174|Actinobacteria","PFAM flavin reductase domain protein, FMN-binding",-,-,-,-,-,-,-,-,-,-,-,Flavin_Reduct,NC_020990.1,XNR_0088,106635,107219,-,flavin reductase family protein,Function unknown,Op72
XNR_RS00420,thiX,"COG0526@1|root,COG0526@2|Bacteria,2IKMI@201174|Actinobacteria",Thioredoxin,-,-,-,-,-,-,-,-,-,-,-,Thioredoxin,NC_020990.1,XNR_0089,107304,107660,-,thioredoxin family protein,Energy production and conversion,Op73
XNR_RS00425,plsC1,"COG0204@1|root,COG0204@2|Bacteria,2GKM6@201174|Actinobacteria",Acyltransferase,-,-,-,-,-,-,-,-,-,-,-,Acyltransferase,NC_020990.1,XNR_0090,107931,108662,+,lysophospholipid acyltransferase family protein,Lipid transport and metabolism,Op74
XNR_RS00430,ltaE,"COG2008@1|root,COG2008@2|Bacteria,2GJ0V@201174|Actinobacteria",Threonine aldolase,-,4.1.2.48,ko:K01620,"ko00260,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map01100,map01110,map01120,map01130,map01230",-,"R00751,R06171","RC00312,RC00372","ko00000,ko00001,ko01000",-,-,-,Beta_elim_lyase,NC_020990.1,XNR_0091,108850,109920,-,low specificity L-threonine aldolase,Amino acid transport and metabolism,Op75
XNR_RS00435,XNR_RS00435,"COG1028@1|root,COG1028@2|Bacteria,2GXKF@201174|Actinobacteria",Enoyl-(Acyl carrier protein) reductase,-,-,-,-,-,-,-,-,-,-,-,adh_short,NC_020990.1,XNR_0092,109917,110684,-,SDR family oxidoreductase,Lipid transport and metabolism,Op75
XNR_RS00440,XNR_RS00440,"COG5426@1|root,COG5426@2|Bacteria,2GKG4@201174|Actinobacteria","von Willebrand factor, type A",-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_0093,110690,112138,-,DUF6421 family protein,Function unknown,Op75
XNR_RS00445,XNR_RS00445,"COG0584@1|root,COG0584@2|Bacteria,2GNM5@201174|Actinobacteria",glycerophosphoryl diester phosphodiesterase,-,3.1.4.46,ko:K01126,"ko00564,map00564",-,"R01030,R01470","RC00017,RC00425","ko00000,ko00001,ko01000",-,-,-,GDPD,NC_020990.1,XNR_0094,112473,113174,+,glycerophosphodiester phosphodiesterase family protein,Energy production and conversion,Op76
XNR_RS00450,XNR_RS00450,"COG0454@1|root,COG0456@2|Bacteria,2GJJZ@201174|Actinobacteria",Acetyltransferase (GNAT) domain,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Acetyltransf_10",NC_020990.1,XNR_0095,113158,113709,-,GNAT family N-acetyltransferase,Transcription,Op77
XNR_RS00455,gloA,"COG0346@1|root,COG0346@2|Bacteria,2IHZH@201174|Actinobacteria",glyoxalase bleomycin resistance protein dioxygenase,-,-,-,-,-,-,-,-,-,-,-,Glyoxalase,NC_020990.1,XNR_0096,113835,114227,+,VOC family protein,Amino acid transport and metabolism,Op78
XNR_RS00460,XNR_RS00460,"COG1846@1|root,COG1846@2|Bacteria,2GM7K@201174|Actinobacteria",MarR family,-,-,-,-,-,-,-,-,-,-,-,MarR_2,NC_020990.1,XNR_0097,114261,114791,-,MarR family transcriptional regulator,Transcription,Op79
XNR_RS00465,XNR_RS00465,"COG1289@1|root,COG1289@2|Bacteria,2I8WS@201174|Actinobacteria",Fusaric acid resistance protein-like,-,-,-,-,-,-,-,-,-,-,-,FUSC_2,NC_020990.1,XNR_0098,114788,116482,-,FUSC family protein,Transcription,Op79
XNR_RS00470,XNR_RS00470,"290IR@1|root,2ZN7H@2|Bacteria,2IFZ1@201174|Actinobacteria",Domain of unknown function (DUF5134),-,-,-,-,-,-,-,-,-,-,-,DUF5134,NC_020990.1,XNR_0099,116714,117280,+,DUF5134 domain-containing protein,Function unknown,Op80
XNR_RS00475,XNR_RS00475,"COG0501@1|root,COG0501@2|Bacteria,2GM27@201174|Actinobacteria","peptidase M48, Ste24p",-,-,-,-,-,-,-,-,-,-,-,Peptidase_M48,NC_020990.1,XNR_0100,117386,118321,+,M56 family metallopeptidase,"Posttranslational modification, protein turnover, chaperones",Op81
XNR_RS00480,XNR_RS00480,"COG0671@1|root,COG0671@2|Bacteria,2I9FB@201174|Actinobacteria","Phosphoesterase, PA-phosphatase related",-,3.6.1.27,ko:K19302,"ko00550,map00550",-,R05627,RC00002,"ko00000,ko00001,ko01000,ko01011",-,-,-,PAP2,NC_020990.1,XNR_0101,118398,119096,+,phosphatase PAP2 family protein,Lipid transport and metabolism,Op82
XNR_RS00485,XNR_RS00485,"COG3153@1|root,COG3153@2|Bacteria,2IKX0@201174|Actinobacteria",acetyltransferase,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Acetyltransf_9,Methyltransf_11,Methyltransf_25",NC_020990.1,,119176,119686,-,N-acetyltransferase,"Secondary metabolites biosynthesis, transport and catabolism",Op83
XNR_RS00490,XNR_RS00490,"COG1011@1|root,COG1011@2|Bacteria,2GN5U@201174|Actinobacteria",haloacid dehalogenase,-,-,ko:K07025,-,-,-,-,ko00000,-,-,-,"HAD_2,Hydrolase",NC_020990.1,XNR_0103,120121,120843,+,HAD-IA family hydrolase,Function unknown,Op84
XNR_RS00495,XNR_RS00495,"2E3KN@1|root,32YIY@2|Bacteria,2GQXH@201174|Actinobacteria",Protein of unknown function (DUF2630),-,-,-,-,-,-,-,-,-,-,-,DUF2630,NC_020990.1,XNR_0104,120831,121076,-,DUF2630 family protein,Function unknown,Op85
XNR_RS00500,XNR_RS00500,"COG5276@1|root,COG5276@2|Bacteria,2GMSY@201174|Actinobacteria",LVIVD repeat,-,-,-,-,-,-,-,-,-,-,-,LVIVD,NC_020990.1,XNR_0105,121264,122715,-,hypothetical protein,Function unknown,Op86
XNR_RS00505,XNR_RS00505,"COG3544@1|root,COG3544@2|Bacteria,2IKUE@201174|Actinobacteria",protein conserved in bacteria,-,-,-,-,-,-,-,-,-,-,-,DUF305,NC_020990.1,XNR_0106,122955,123617,+,DUF305 domain-containing protein,Function unknown,Op87
XNR_RS00510,pbuX,"COG2233@1|root,COG2233@2|Bacteria,2GMH6@201174|Actinobacteria",Xanthine uracil,-,-,ko:K03458,-,-,-,-,ko00000,2.A.40,-,-,Xan_ur_permease,NC_020990.1,XNR_0107,123739,125136,+,nucleobase:cation symporter-2 family protein,Nucleotide transport and metabolism,Op88
XNR_RS00515,XNR_RS00515,"COG0640@1|root,COG0640@2|Bacteria,2IKW0@201174|Actinobacteria",transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,HTH_20,NC_020990.1,XNR_0108,125065,125406,-,helix-turn-helix domain-containing protein,Transcription,Op89
XNR_RS00520,namA,"COG1902@1|root,COG1902@2|Bacteria,2GK8E@201174|Actinobacteria",NADH flavin oxidoreductase NADH oxidase,-,-,-,-,-,-,-,-,-,-,-,Oxidored_FMN,NC_020990.1,XNR_0109,125562,126638,+,NADH:flavin oxidoreductase/NADH oxidase,Energy production and conversion,Op90
XNR_RS00525,XNR_RS00525,"2AU0J@1|root,31JKI@2|Bacteria,2IJIX@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_0110,126664,128001,-,hypothetical protein,-,Op91
XNR_RS00530,XNR_RS00530,"COG4447@1|root,COG4447@2|Bacteria,2GM8J@201174|Actinobacteria",cellulose binding,-,-,-,-,-,-,-,-,-,-,-,BNR_6,NC_020990.1,XNR_0111,128257,129342,+,sialidase family protein,Function unknown,Op92
XNR_RS00535,ung,"COG0692@1|root,COG0692@2|Bacteria,2GJ9Z@201174|Actinobacteria",Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine,"GO:0003674,GO:0003824,GO:0004844,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097506,GO:0097510,GO:0140097,GO:1901360",3.2.2.27,ko:K03648,"ko03410,ko05340,map03410,map05340",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,UDG,NC_020990.1,XNR_0112,129397,130074,-,uracil-DNA glycosylase,"Replication, recombination and repair",Op93
XNR_RS00540,XNR_RS00540,"COG2971@1|root,COG2971@2|Bacteria,2GKBF@201174|Actinobacteria",BadF BadG BcrA BcrD,-,-,-,-,-,-,-,-,-,-,-,BcrAD_BadFG,NC_020990.1,XNR_0113,130210,131250,+,ATPase BadF/BadG/BcrA/BcrD type,Carbohydrate transport and metabolism,Op94
XNR_RS00545,XNR_RS00545,"COG2138@1|root,COG2138@2|Bacteria,2GMHT@201174|Actinobacteria",Cobalamin (vitamin B12) biosynthesis CbiX protein,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_0114,131478,132401,+,hypothetical protein,Function unknown,Op95
XNR_RS00550,XNR_RS00550,"COG2706@1|root,COG2706@2|Bacteria,2GNMK@201174|Actinobacteria",3-carboxymuconate cyclase,-,3.1.1.31,ko:K07404,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200","M00004,M00006,M00008",R02035,RC00537,"ko00000,ko00001,ko00002,ko01000",-,-,-,Lactonase,NC_020990.1,XNR_0115,132466,133500,-,lactonase family protein,Carbohydrate transport and metabolism,Op96
XNR_RS00555,XNR_RS00555,"2FKX7@1|root,34CHF@2|Bacteria,2GSNQ@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_0116,133672,134094,+,hypothetical protein,-,Op97
XNR_RS00560,ctpI,"COG0474@1|root,COG0474@2|Bacteria,2GJJC@201174|Actinobacteria","ATPase P-type (Transporting), HAD superfamily, subfamily IC","GO:0003674,GO:0003824,GO:0005215,GO:0005388,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0008150,GO:0008324,GO:0015075,GO:0015085,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030001,GO:0030312,GO:0031224,GO:0031226,GO:0034220,GO:0042623,GO:0042625,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0070588,GO:0070838,GO:0071944,GO:0072511,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0099131,GO:0099132","3.6.3.6,3.6.3.8","ko:K01535,ko:K01537,ko:K12955","ko00190,map00190",-,-,-,"ko00000,ko00001,ko01000","3.A.3.2,3.A.3.24,3.A.3.3",-,-,"Cation_ATPase_C,E1-E2_ATPase,Hydrolase",NC_020990.1,XNR_0117,134282,138922,+,cation-translocating P-type ATPase,Inorganic ion transport and metabolism,Op98
XNR_RS00565,XNR_RS00565,"COG0071@1|root,COG0071@2|Bacteria,2IRG0@201174|Actinobacteria",Belongs to the small heat shock protein (HSP20) family,-,-,ko:K13993,"ko04141,map04141",-,-,-,"ko00000,ko00001,ko03110",-,-,-,HSP20,NC_020990.1,XNR_0118,139053,139526,+,Hsp20/alpha crystallin family protein,"Posttranslational modification, protein turnover, chaperones",Op99
XNR_RS00570,gadB,"COG0076@1|root,COG0076@2|Bacteria,2GKIH@201174|Actinobacteria",Belongs to the group II decarboxylase family,-,4.1.1.15,ko:K01580,"ko00250,ko00410,ko00430,ko00650,ko01100,ko01110,ko01120,ko02024,ko04727,ko04940,map00250,map00410,map00430,map00650,map01100,map01110,map01120,map02024,map04727,map04940",M00027,"R00261,R00489,R01682,R02466",RC00299,"ko00000,ko00001,ko00002,ko01000",-,-,-,Pyridoxal_deC,NC_020990.1,XNR_0119,139523,140947,+,glutamate decarboxylase,Amino acid transport and metabolism,Op99
XNR_RS00575,XNR_RS00575,"COG0243@1|root,COG0243@2|Bacteria,2GJWZ@201174|Actinobacteria",Belongs to the prokaryotic molybdopterin-containing oxidoreductase family,-,-,-,-,-,-,-,-,-,-,-,"Molybdopterin,Molydop_binding",NC_020990.1,XNR_0120,141098,143470,+,FdhF/YdeP family oxidoreductase,Energy production and conversion,Op100
XNR_RS00580,XNR_RS00580,"COG1289@1|root,COG1289@2|Bacteria,2I8WS@201174|Actinobacteria",Fusaric acid resistance protein-like,-,-,-,-,-,-,-,-,-,-,-,FUSC_2,NC_020990.1,XNR_0121,143505,145259,-,FUSC family protein,Transcription,Op101
XNR_RS00585,moaE,"COG0314@1|root,COG0314@2|Bacteria,2IQ9F@201174|Actinobacteria",Molybdopterin,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006732,GO:0006753,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009144,GO:0009150,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0016740,GO:0016782,GO:0016783,GO:0018130,GO:0019538,GO:0019637,GO:0019693,GO:0019720,GO:0030366,GO:0032324,GO:0034641,GO:0042278,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046039,GO:0046128,GO:0046483,GO:0051186,GO:0051188,GO:0051189,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657",2.8.1.12,"ko:K03635,ko:K21142","ko00790,ko01100,ko04122,map00790,map01100,map04122",-,R09395,RC02507,"ko00000,ko00001,ko01000",-,-,-,"MoaE,ThiS",NC_020990.1,XNR_0122,145331,145774,-,molybdenum cofactor biosynthesis protein MoaE,Coenzyme transport and metabolism,Op102
XNR_RS00590,moeA2,"COG0303@1|root,COG0303@2|Bacteria,2GP1B@201174|Actinobacteria",molybdopterin,-,2.10.1.1,ko:K03750,"ko00790,ko01100,map00790,map01100",-,R09735,RC03462,"ko00000,ko00001,ko01000",-,-,-,"MoCF_biosynth,MoeA_C,MoeA_N",NC_020990.1,XNR_0123,145827,147008,-,molybdopterin molybdotransferase MoeA,Coenzyme transport and metabolism,Op103
XNR_RS00595,moaA,"COG2896@1|root,COG2896@2|Bacteria,2GN0V@201174|Actinobacteria","Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate",-,4.1.99.22,ko:K03639,"ko00790,ko01100,ko04122,map00790,map01100,map04122",-,R09394,RC03420,"ko00000,ko00001,ko01000",-,-,-,"Fer4_12,Mob_synth_C,Radical_SAM",NC_020990.1,XNR_0124,147124,148131,-,GTP 3'%2C8-cyclase MoaA,Coenzyme transport and metabolism,Op104
XNR_RS00600,XNR_RS00600,"COG0243@1|root,COG0243@2|Bacteria,2GJWZ@201174|Actinobacteria",Belongs to the prokaryotic molybdopterin-containing oxidoreductase family,-,1.17.1.9,ko:K00123,"ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200",-,R00519,RC02796,"ko00000,ko00001,ko01000",-,-,-,"Molybdopterin,Molydop_binding",NC_020990.1,XNR_0125,148599,150890,+,FdhF/YdeP family oxidoreductase,Energy production and conversion,Op105
XNR_RS00605,XNR_RS00605,"COG0477@1|root,COG0477@2|Bacteria,2GKVX@201174|Actinobacteria",Major facilitator Superfamily,-,-,-,-,-,-,-,-,-,-,-,MFS_1,NC_020990.1,XNR_0126,150903,152105,+,MFS transporter,Amino acid transport and metabolism,Op105
XNR_RS00610,fdhD,"COG1526@1|root,COG1526@2|Bacteria,2GKWC@201174|Actinobacteria",Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH,-,-,ko:K02379,-,-,-,-,ko00000,-,-,-,FdhD-NarQ,NC_020990.1,XNR_0127,152173,152883,+,formate dehydrogenase accessory sulfurtransferase FdhD,Energy production and conversion,Op106
XNR_RS00615,XNR_RS00615,"COG0583@1|root,COG0583@2|Bacteria,2H0AE@201174|Actinobacteria",Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate",NC_020990.1,XNR_0128,152893,153822,+,LysR family transcriptional regulator,Transcription,Op106
XNR_RS00620,XNR_RS00620,"2AXDG@1|root,31PCU@2|Bacteria,2IPHP@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_0129,153827,154270,-,hypothetical protein,-,Op107
XNR_RS00625,XNR_RS00625,"COG4291@1|root,COG4291@2|Bacteria,2IIVD@201174|Actinobacteria",membrane,-,-,-,-,-,-,-,-,-,-,-,DUF1345,NC_020990.1,XNR_0130,154417,155052,+,DUF1345 domain-containing protein,Energy production and conversion,Op108
XNR_RS00630,XNR_RS00630,"COG1289@1|root,COG1289@2|Bacteria,2GMS1@201174|Actinobacteria",Fusaric acid resistance protein-like,-,-,-,-,-,-,-,-,-,-,-,FUSC_2,NC_020990.1,XNR_0131,155065,156567,-,FUSC family protein,Cell wall/membrane/envelope biogenesis,Op109
XNR_RS00635,XNR_RS00635,"COG1522@1|root,COG1522@2|Bacteria,2GKYC@201174|Actinobacteria",AsnC family,-,-,-,-,-,-,-,-,-,-,-,"AsnC_trans_reg,HTH_24",NC_020990.1,XNR_0132,156874,157344,+,Lrp/AsnC family transcriptional regulator,Transcription,Op110
XNR_RS00640,XNR_RS00640,"COG0637@1|root,COG0637@2|Bacteria,2I362@201174|Actinobacteria",hydrolase,-,-,-,-,-,-,-,-,-,-,-,HAD_2,NC_020990.1,XNR_0133,157382,158080,+,HAD family phosphatase,Function unknown,Op110
XNR_RS00645,XNR_RS00645,"COG2271@1|root,COG2271@2|Bacteria",transmembrane transporter activity,-,-,-,-,-,-,-,-,-,-,-,MFS_1,NC_020990.1,XNR_0134,158112,159380,-,MFS transporter,Carbohydrate transport and metabolism,Op111
XNR_RS00650,XNR_RS00650,"COG3271@1|root,COG3271@2|Bacteria,2GKHY@201174|Actinobacteria",Peptidase_C39 like family,-,-,-,-,-,-,-,-,-,-,-,DUF3335,NC_020990.1,XNR_0135,159544,160602,-,peptidase C39 family protein,Function unknown,Op112
XNR_RS00655,fiuP4,"COG0609@1|root,COG0609@2|Bacteria,2GK8Z@201174|Actinobacteria",Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily,-,-,ko:K02015,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.14,-,-,FecCD,NC_020990.1,XNR_0136,160641,162713,-,iron ABC transporter permease,Inorganic ion transport and metabolism,Op112
XNR_RS00660,fiuS3,"COG0614@1|root,COG0614@2|Bacteria,2GNIZ@201174|Actinobacteria",Periplasmic binding protein,-,-,ko:K02016,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.14,-,-,Peripla_BP_2,NC_020990.1,XNR_0137,162737,163801,-,iron-siderophore ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,Op112
XNR_RS00665,fiuA4,"COG1120@1|root,COG1120@2|Bacteria,2GJ49@201174|Actinobacteria",abc transporter,-,3.6.3.34,ko:K02013,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko01000,ko02000",3.A.1.14,-,-,ABC_tran,NC_020990.1,XNR_0138,163868,164731,-,ABC transporter ATP-binding protein,Coenzyme transport and metabolism,Op113
XNR_RS00670,XNR_RS00670,"COG2207@1|root,COG2207@2|Bacteria,2GJYX@201174|Actinobacteria",Arac family,-,-,-,-,-,-,-,-,-,-,-,"AraC_binding,HTH_18",NC_020990.1,XNR_0139,164897,165766,-,AraC family transcriptional regulator,Transcription,Op114
XNR_RS00675,xylE,"COG0477@1|root,COG2814@2|Bacteria,2GJF6@201174|Actinobacteria",Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family,-,-,ko:K08139,"ko04113,map04113",-,-,-,"ko00000,ko00001,ko02000",2.A.1.1,-,-,Sugar_tr,NC_020990.1,XNR_0140,165963,167375,+,sugar porter family MFS transporter,Amino acid transport and metabolism,Op115
XNR_RS00680,zwf,"COG0364@1|root,COG0364@2|Bacteria,2GISI@201174|Actinobacteria",Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone,-,"1.1.1.363,1.1.1.49",ko:K00036,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230","M00004,M00006,M00008","R00835,R02736,R10907","RC00001,RC00066","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"G6PD_C,G6PD_N",NC_020990.1,XNR_0141,167432,168868,+,glucose-6-phosphate dehydrogenase,Carbohydrate transport and metabolism,Op116
XNR_RS00685,XNR_RS00685,"COG0515@1|root,COG0515@2|Bacteria,2GIV0@201174|Actinobacteria",serine threonine protein kinase,-,-,-,-,-,-,-,-,-,-,-,"PQQ_2,Pkinase",NC_020990.1,XNR_0142,168882,171110,-,serine/threonine-protein kinase,Transcription,Op117
XNR_RS00690,XNR_RS00690,"COG4114@1|root,COG4114@2|Bacteria,2HNE0@201174|Actinobacteria",FhuF 2Fe-2S C-terminal domain,-,-,-,-,-,-,-,-,-,-,-,FhuF_C,NC_020990.1,XNR_0143,171255,171980,-,(2Fe-2S)-binding protein,Function unknown,Op118
XNR_RS00695,XNR_RS00695,"COG3411@1|root,COG3411@2|Bacteria,2IM8K@201174|Actinobacteria",Ferredoxin,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_0144,171977,172360,-,hypothetical protein,Energy production and conversion,Op118
XNR_RS00700,aceB,"COG2225@1|root,COG2225@2|Bacteria,2GJGP@201174|Actinobacteria",Belongs to the malate synthase family,-,2.3.3.9,ko:K01638,"ko00620,ko00630,ko01100,ko01110,ko01120,ko01200,map00620,map00630,map01100,map01110,map01120,map01200",M00012,R00472,"RC00004,RC00308,RC02747","ko00000,ko00001,ko00002,ko01000",-,-,-,Malate_synthase,NC_020990.1,XNR_0145,172797,174353,+,malate synthase,Energy production and conversion,Op119
XNR_RS00705,XNR_RS00705,"COG1396@1|root,COG3800@1|root,COG1396@2|Bacteria,COG3800@2|Bacteria,2GMWU@201174|Actinobacteria",transcriptional regulator,"GO:0001666,GO:0006082,GO:0006355,GO:0006629,GO:0006631,GO:0006950,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009628,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016999,GO:0017144,GO:0019219,GO:0019222,GO:0019541,GO:0019679,GO:0019752,GO:0031323,GO:0031326,GO:0032787,GO:0036293,GO:0043207,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044403,GO:0044419,GO:0046459,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0060255,GO:0065007,GO:0070482,GO:0071704,GO:0075136,GO:0080090,GO:1903506,GO:2000112,GO:2001141",-,"ko:K07110,ko:K21686",-,-,-,-,"ko00000,ko03000",-,-,-,"DUF2083,HTH_3,HTH_31,Peptidase_M78",NC_020990.1,XNR_0146,174375,175814,-,short-chain fatty acyl-CoA regulator family protein,Transcription,Op120
XNR_RS00710,prpD,"COG2079@1|root,COG2079@2|Bacteria,2GKUR@201174|Actinobacteria",MmgE PrpD family protein,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009268,GO:0009628,GO:0009987,GO:0010447,GO:0016042,GO:0016054,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017001,GO:0017144,GO:0019541,GO:0019543,GO:0019626,GO:0019629,GO:0019679,GO:0019752,GO:0030312,GO:0032787,GO:0042737,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0046459,GO:0047547,GO:0050896,GO:0071704,GO:0071944,GO:0072329,GO:1901575",4.2.1.79,ko:K01720,"ko00640,map00640",-,R04424,RC01152,"ko00000,ko00001,ko01000",-,-,-,MmgE_PrpD,NC_020990.1,XNR_0147,176026,177534,+,MmgE/PrpD family protein,Function unknown,Op121
XNR_RS00715,prpB,"COG2513@1|root,COG2513@2|Bacteria,2GJZZ@201174|Actinobacteria","Catalyzes the thermodynamically favored C-C bond cleavage of (2R,3S)-2-methylisocitrate to yield pyruvate and succinate",-,4.1.3.30,ko:K03417,"ko00640,map00640",-,R00409,"RC00286,RC00287","ko00000,ko00001,ko01000",-,-,-,PEP_mutase,NC_020990.1,XNR_0148,177534,178439,+,methylisocitrate lyase,Carbohydrate transport and metabolism,Op121
