,locus_tag,GOs
937,XNR_RS01610,metal ion transmembrane transporter activity
938,XNR_RS01610,localization
939,XNR_RS01610,establishment of localization
940,XNR_RS01610,transmembrane transport
941,XNR_RS01610,potassium ion transport
942,XNR_RS01610,potassium ion transmembrane transport
943,XNR_RS01610,transmembrane transport
944,XNR_RS01610,monoatomic cation transmembrane transport
945,XNR_RS01610,inorganic ion transmembrane transport
946,XNR_RS01610,inorganic cation transmembrane transport
947,XNR_RS01610,monoatomic ion transmembrane transport
948,XNR_RS01610,monoatomic cation transmembrane transport
1075,XNR_RS02245,nucleotide binding
1076,XNR_RS02245,molecular_function
1077,XNR_RS02245,catalytic activity
1078,XNR_RS02245,binding
1079,XNR_RS02245,organic acid metabolic process
1080,XNR_RS02245,lipid metabolic process
1081,XNR_RS02245,fatty acid metabolic process
1082,XNR_RS02245,biological_process
1083,XNR_RS02245,metabolic process
1084,XNR_RS02245,cellular process
1085,XNR_RS02245,oxidoreductase activity
1086,XNR_RS02245,carboxylic acid metabolic process
1087,XNR_RS02245,monocarboxylic acid metabolic process
1088,XNR_RS02245,small molecule binding
1089,XNR_RS02245,oxoacid metabolic process
1090,XNR_RS02245,crotonyl-CoA reductase activity
1091,XNR_RS02245,cellular metabolic process
1092,XNR_RS02245,primary metabolic process
1093,XNR_RS02245,cellular lipid metabolic process
1094,XNR_RS02245,small molecule metabolic process
1095,XNR_RS02245,obsolete cofactor binding
1096,XNR_RS02245,NADP binding
1097,XNR_RS02245,obsolete coenzyme binding
1098,XNR_RS02245,obsolete oxidation-reduction process
1099,XNR_RS02245,organic substance metabolic process
1100,XNR_RS02245,organic cyclic compound binding
1101,XNR_RS02245,nucleoside phosphate binding
1102,XNR_RS02245,heterocyclic compound binding
1107,XNR_RS02270,cellular_component
1108,XNR_RS02270,obsolete cell
1109,XNR_RS02270,plasma membrane
1110,XNR_RS02270,membrane
1111,XNR_RS02270,obsolete cell part
1112,XNR_RS02270,cell periphery
1113,XNR_RS02275,molecular_function
1114,XNR_RS02275,catalytic activity
1115,XNR_RS02275,CDP-diacylglycerol-serine O-phosphatidyltransferase activity
1116,XNR_RS02275,cellular_component
1117,XNR_RS02275,extracellular region
1118,XNR_RS02275,intracellular anatomical structure
1119,XNR_RS02275,obsolete cell
1120,XNR_RS02275,cytoplasm
1121,XNR_RS02275,plasma membrane
1122,XNR_RS02275,lipid metabolic process
1123,XNR_RS02275,phospholipid metabolic process
1124,XNR_RS02275,glycerophospholipid metabolic process
1125,XNR_RS02275,phosphorus metabolic process
1126,XNR_RS02275,phosphate-containing compound metabolic process
1127,XNR_RS02275,biological_process
1128,XNR_RS02275,metabolic process
1129,XNR_RS02275,lipid biosynthetic process
1130,XNR_RS02275,phospholipid biosynthetic process
1131,XNR_RS02275,biosynthetic process
1132,XNR_RS02275,cellular process
1133,XNR_RS02275,membrane
1134,XNR_RS02275,transferase activity
1135,XNR_RS02275,"transferase activity, transferring phosphorus-containing groups"
1136,XNR_RS02275,"phosphotransferase activity, for other substituted phosphate groups"
1137,XNR_RS02275,CDP-alcohol phosphatidyltransferase activity
1138,XNR_RS02275,organophosphate metabolic process
1139,XNR_RS02275,cellular metabolic process
1140,XNR_RS02275,primary metabolic process
1141,XNR_RS02275,cellular biosynthetic process
1142,XNR_RS02275,cellular lipid metabolic process
1143,XNR_RS02275,obsolete intracellular part
1144,XNR_RS02275,obsolete cell part
1145,XNR_RS02275,glycerolipid biosynthetic process
1146,XNR_RS02275,glycerophospholipid biosynthetic process
1147,XNR_RS02275,glycerolipid metabolic process
1148,XNR_RS02275,organic substance metabolic process
1149,XNR_RS02275,cell periphery
1150,XNR_RS02275,organophosphate biosynthetic process
1151,XNR_RS02275,organic substance biosynthetic process
1162,XNR_RS02330,molecular_function
1163,XNR_RS02330,catalytic activity
1164,XNR_RS02330,methylated-DNA-[protein]-cysteine S-methyltransferase activity
1165,XNR_RS02330,cellular_component
1166,XNR_RS02330,obsolete cell
1167,XNR_RS02330,plasma membrane
1168,XNR_RS02330,nucleobase-containing compound metabolic process
1169,XNR_RS02330,DNA metabolic process
1170,XNR_RS02330,DNA repair
1171,XNR_RS02330,DNA modification
1172,XNR_RS02330,DNA dealkylation involved in DNA repair
1173,XNR_RS02330,cellular aromatic compound metabolic process
1174,XNR_RS02330,nitrogen compound metabolic process
1175,XNR_RS02330,response to stress
1176,XNR_RS02330,DNA damage response
1177,XNR_RS02330,biological_process
1178,XNR_RS02330,metabolic process
1179,XNR_RS02330,methyltransferase activity
1180,XNR_RS02330,S-methyltransferase activity
1181,XNR_RS02330,cellular process
1182,XNR_RS02330,membrane
1183,XNR_RS02330,transferase activity
1184,XNR_RS02330,"transferase activity, transferring one-carbon groups"
1185,XNR_RS02330,methylation
1186,XNR_RS02330,cellular response to stress
1187,XNR_RS02330,cellular nitrogen compound metabolic process
1188,XNR_RS02330,DNA dealkylation
1189,XNR_RS02330,macromolecule metabolic process
1190,XNR_RS02330,macromolecule modification
1191,XNR_RS02330,cellular metabolic process
1192,XNR_RS02330,primary metabolic process
1193,XNR_RS02330,obsolete cellular macromolecule metabolic process
1194,XNR_RS02330,obsolete cell part
1195,XNR_RS02330,heterocycle metabolic process
1196,XNR_RS02330,response to stimulus
1197,XNR_RS02330,response to nitrosative stress
1198,XNR_RS02330,cellular response to stimulus
1199,XNR_RS02330,organic substance metabolic process
1200,XNR_RS02330,cell periphery
1201,XNR_RS02330,nucleic acid metabolic process
1202,XNR_RS02330,organic cyclic compound metabolic process
1203,XNR_RS02335,molecular_function
1204,XNR_RS02335,nucleic acid binding
1205,XNR_RS02335,DNA binding
1206,XNR_RS02335,damaged DNA binding
1207,XNR_RS02335,catalytic activity
1208,XNR_RS02335,alkylbase DNA N-glycosylase activity
1209,XNR_RS02335,binding
1210,XNR_RS02335,cellular_component
1211,XNR_RS02335,cell wall
1212,XNR_RS02335,intracellular anatomical structure
1213,XNR_RS02335,obsolete cell
1214,XNR_RS02335,cytoplasm
1215,XNR_RS02335,plasma membrane
1216,XNR_RS02335,nucleobase-containing compound metabolic process
1217,XNR_RS02335,DNA metabolic process
1218,XNR_RS02335,DNA repair
1219,XNR_RS02335,base-excision repair
1220,XNR_RS02335,"base-excision repair, AP site formation"
1221,XNR_RS02335,DNA modification
1222,XNR_RS02335,DNA dealkylation involved in DNA repair
1223,XNR_RS02335,cellular aromatic compound metabolic process
1224,XNR_RS02335,nitrogen compound metabolic process
1225,XNR_RS02335,response to stress
1226,XNR_RS02335,DNA damage response
1227,XNR_RS02335,biological_process
1228,XNR_RS02335,metabolic process
1229,XNR_RS02335,DNA-3-methyladenine glycosylase activity
1230,XNR_RS02335,cellular process
1231,XNR_RS02335,membrane
1232,XNR_RS02335,hydrolase activity
1233,XNR_RS02335,"hydrolase activity, acting on glycosyl bonds"
1234,XNR_RS02335,"hydrolase activity, hydrolyzing N-glycosyl compounds"
1235,XNR_RS02335,DNA N-glycosylase activity
1236,XNR_RS02335,external encapsulating structure
1237,XNR_RS02335,alkylated DNA binding
1238,XNR_RS02335,protein-containing complex
1239,XNR_RS02335,protein-DNA complex
1240,XNR_RS02335,cellular response to stress
1241,XNR_RS02335,cellular nitrogen compound metabolic process
1242,XNR_RS02335,DNA dealkylation
1243,XNR_RS02335,macromolecule metabolic process
1244,XNR_RS02335,macromolecule modification
1245,XNR_RS02335,DNA-3-methylbase glycosylase activity
1246,XNR_RS02335,DNA-7-methylguanine glycosylase activity
1247,XNR_RS02335,cellular metabolic process
1248,XNR_RS02335,primary metabolic process
1249,XNR_RS02335,obsolete cellular macromolecule metabolic process
1250,XNR_RS02335,obsolete intracellular part
1251,XNR_RS02335,obsolete cell part
1252,XNR_RS02335,heterocycle metabolic process
1253,XNR_RS02335,response to stimulus
1254,XNR_RS02335,response to nitrosative stress
1255,XNR_RS02335,cellular response to stimulus
1256,XNR_RS02335,organic substance metabolic process
1257,XNR_RS02335,cell periphery
1258,XNR_RS02335,nucleic acid metabolic process
1259,XNR_RS02335,organic cyclic compound binding
1260,XNR_RS02335,"catalytic activity, acting on DNA"
1261,XNR_RS02335,organic cyclic compound metabolic process
1262,XNR_RS02335,heterocyclic compound binding
1266,XNR_RS02355,cellular_component
1267,XNR_RS02355,extracellular region
1268,XNR_RS02355,obsolete cell
1269,XNR_RS02355,plasma membrane
1270,XNR_RS02355,membrane
1271,XNR_RS02355,obsolete cell part
1272,XNR_RS02355,cell periphery
1354,XNR_RS02775,cellular_component
1355,XNR_RS02775,extracellular region
1356,XNR_RS02780,molecular_function
1357,XNR_RS02780,catalytic activity
1358,XNR_RS02780,allantoinase activity
1359,XNR_RS02780,cellular_component
1360,XNR_RS02780,intracellular anatomical structure
1361,XNR_RS02780,obsolete cell
1362,XNR_RS02780,cytoplasm
1363,XNR_RS02780,nucleobase-containing compound metabolic process
1364,XNR_RS02780,purine nucleobase metabolic process
1365,XNR_RS02780,purine nucleobase catabolic process
1366,XNR_RS02780,cellular aromatic compound metabolic process
1367,XNR_RS02780,nitrogen compound metabolic process
1368,XNR_RS02780,biological_process
1369,XNR_RS02780,metabolic process
1370,XNR_RS02780,catabolic process
1371,XNR_RS02780,nucleobase metabolic process
1372,XNR_RS02780,cellular process
1373,XNR_RS02780,hydrolase activity
1374,XNR_RS02780,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
1375,XNR_RS02780,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"
1376,XNR_RS02780,aromatic compound catabolic process
1377,XNR_RS02780,cellular nitrogen compound metabolic process
1378,XNR_RS02780,cellular metabolic process
1379,XNR_RS02780,primary metabolic process
1380,XNR_RS02780,cellular catabolic process
1381,XNR_RS02780,cellular nitrogen compound catabolic process
1382,XNR_RS02780,small molecule metabolic process
1383,XNR_RS02780,obsolete intracellular part
1384,XNR_RS02780,obsolete cell part
1385,XNR_RS02780,nucleobase catabolic process
1386,XNR_RS02780,heterocycle metabolic process
1387,XNR_RS02780,heterocycle catabolic process
1388,XNR_RS02780,nucleobase-containing small molecule metabolic process
1389,XNR_RS02780,organic substance metabolic process
1390,XNR_RS02780,purine-containing compound metabolic process
1391,XNR_RS02780,purine-containing compound catabolic process
1392,XNR_RS02780,organic cyclic compound metabolic process
1393,XNR_RS02780,organic cyclic compound catabolic process
1394,XNR_RS02780,organonitrogen compound metabolic process
1395,XNR_RS02780,organonitrogen compound catabolic process
1396,XNR_RS02780,organic substance catabolic process
1425,XNR_RS02920,polysaccharide biosynthetic process
1426,XNR_RS02920,magnesium ion binding
1427,XNR_RS02920,molecular_function
1428,XNR_RS02920,catalytic activity
1429,XNR_RS02920,binding
1430,XNR_RS02920,cellular_component
1431,XNR_RS02920,cell wall
1432,XNR_RS02920,obsolete cell
1433,XNR_RS02920,plasma membrane
1434,XNR_RS02920,carbohydrate metabolic process
1435,XNR_RS02920,polysaccharide metabolic process
1436,XNR_RS02920,monosaccharide metabolic process
1437,XNR_RS02920,glucose metabolic process
1438,XNR_RS02920,nucleobase-containing compound metabolic process
1439,XNR_RS02920,pyrimidine nucleotide metabolic process
1440,XNR_RS02920,cellular aromatic compound metabolic process
1441,XNR_RS02920,nucleoside phosphate metabolic process
1442,XNR_RS02920,phosphorus metabolic process
1443,XNR_RS02920,phosphate-containing compound metabolic process
1444,XNR_RS02920,nitrogen compound metabolic process
1445,XNR_RS02920,biological_process
1446,XNR_RS02920,metabolic process
1447,XNR_RS02920,glucose-1-phosphate thymidylyltransferase activity
1448,XNR_RS02920,biosynthetic process
1449,XNR_RS02920,macromolecule biosynthetic process
1450,XNR_RS02920,nucleotide metabolic process
1451,XNR_RS02920,nucleoside triphosphate metabolic process
1452,XNR_RS02920,pyrimidine nucleoside triphosphate metabolic process
1453,XNR_RS02920,deoxyribonucleoside triphosphate metabolic process
1454,XNR_RS02920,pyrimidine deoxyribonucleoside triphosphate metabolic process
1455,XNR_RS02920,pyrimidine deoxyribonucleotide metabolic process
1456,XNR_RS02920,nucleotide-sugar metabolic process
1457,XNR_RS02920,nucleotide-sugar biosynthetic process
1458,XNR_RS02920,deoxyribonucleotide metabolic process
1459,XNR_RS02920,2'-deoxyribonucleotide metabolic process
1460,XNR_RS02920,cellular process
1461,XNR_RS02920,membrane
1462,XNR_RS02920,carbohydrate biosynthetic process
1463,XNR_RS02920,transferase activity
1464,XNR_RS02920,"transferase activity, transferring phosphorus-containing groups"
1465,XNR_RS02920,nucleotidyltransferase activity
1466,XNR_RS02920,heterocycle biosynthetic process
1467,XNR_RS02920,rhamnose metabolic process
1468,XNR_RS02920,rhamnose biosynthetic process
1469,XNR_RS02920,dTDP-rhamnose biosynthetic process
1470,XNR_RS02920,hexose metabolic process
1471,XNR_RS02920,hexose biosynthetic process
1472,XNR_RS02920,aromatic compound biosynthetic process
1473,XNR_RS02920,organophosphate metabolic process
1474,XNR_RS02920,deoxyribose phosphate metabolic process
1475,XNR_RS02920,external encapsulating structure
1476,XNR_RS02920,obsolete cellular polysaccharide biosynthetic process
1477,XNR_RS02920,obsolete cellular carbohydrate biosynthetic process
1478,XNR_RS02920,cellular nitrogen compound metabolic process
1479,XNR_RS02920,obsolete cellular macromolecule biosynthetic process
1480,XNR_RS02920,nucleobase-containing compound biosynthetic process
1481,XNR_RS02920,growth
1482,XNR_RS02920,ion binding
1483,XNR_RS02920,cation binding
1484,XNR_RS02920,macromolecule metabolic process
1485,XNR_RS02920,cellular metabolic process
1486,XNR_RS02920,primary metabolic process
1487,XNR_RS02920,cellular biosynthetic process
1488,XNR_RS02920,obsolete cellular macromolecule metabolic process
1489,XNR_RS02920,obsolete cellular carbohydrate metabolic process
1490,XNR_RS02920,obsolete cellular polysaccharide metabolic process
1491,XNR_RS02920,cellular nitrogen compound biosynthetic process
1492,XNR_RS02920,small molecule metabolic process
1493,XNR_RS02920,small molecule biosynthetic process
1494,XNR_RS02920,obsolete cell part
1495,XNR_RS02920,extracellular polysaccharide biosynthetic process
1496,XNR_RS02920,dTTP metabolic process
1497,XNR_RS02920,monosaccharide biosynthetic process
1498,XNR_RS02920,extracellular polysaccharide metabolic process
1499,XNR_RS02920,dTDP-rhamnose metabolic process
1500,XNR_RS02920,heterocycle metabolic process
1501,XNR_RS02920,metal ion binding
1502,XNR_RS02920,nucleobase-containing small molecule metabolic process
1503,XNR_RS02920,organic substance metabolic process
1504,XNR_RS02920,cell periphery
1505,XNR_RS02920,pyrimidine-containing compound metabolic process
1506,XNR_RS02920,carbohydrate derivative metabolic process
1507,XNR_RS02920,carbohydrate derivative biosynthetic process
1508,XNR_RS02920,organic cyclic compound metabolic process
1509,XNR_RS02920,organic cyclic compound biosynthetic process
1510,XNR_RS02920,organonitrogen compound metabolic process
1511,XNR_RS02920,organic substance biosynthetic process
1519,XNR_RS02960,molecular_function
1520,XNR_RS02960,catalytic activity
1521,XNR_RS02960,biological_process
1522,XNR_RS02960,metabolic process
1523,XNR_RS02960,biosynthetic process
1524,XNR_RS02960,cellular process
1525,XNR_RS02960,transferase activity
1526,XNR_RS02960,glycosyltransferase activity
1527,XNR_RS02960,hexosyltransferase activity
1528,XNR_RS02960,antibiotic metabolic process
