locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,operon
XNR_RS01140,XNR_RS01140,NC_020990.1,XNR_0233,290432,291067,-,ATP-dependent Clp protease proteolytic subunit,O,Op184
XNR_RS01145,XNR_RS01145,NC_020990.1,XNR_0234,291206,291844,-,hypothetical protein,-,Op185
XNR_RS01150,XNR_RS01150,NC_020990.1,XNR_0235,291900,292574,-,hypothetical protein,-,Op186
XNR_RS01155,XNR_RS01155,NC_020990.1,XNR_0236,292725,293156,+,Hsp20/alpha crystallin family protein,O,Op187
XNR_RS01160,XNR_RS01160,NC_020990.1,XNR_0237,293276,293713,+,DUF2267 domain-containing protein,O,Op188
XNR_RS01165,XNR_RS01165,NC_020990.1,XNR_0238,293697,294440,-,hypothetical protein,E,Op189
XNR_RS01170,XNR_RS01170,NC_020990.1,XNR_0239,294591,295394,-,ABC transporter ATP-binding protein,P,Op190
XNR_RS01175,XNR_RS01175,NC_020990.1,XNR_0240,295381,296397,-,ABC transporter substrate-binding protein,P,Op190
XNR_RS01180,XNR_RS01180,NC_020990.1,XNR_0241,296538,297410,-,ABC transporter permease,P,Op191
XNR_RS01185,XNR_RS01185,NC_020990.1,XNR_0242,297855,298709,+,hypothetical protein,X,Op192
XNR_RS01190,XNR_RS01190,NC_020990.1,XNR_0243,298706,300139,+,hypothetical protein,X,Op192
XNR_RS01200,XNR_RS01200,NC_020990.1,XNR_0245,300429,301124,+,transketolase,G,Op193
XNR_RS01205,XNR_RS01205,NC_020990.1,XNR_0246,301175,302086,+,transketolase,G,Op193
XNR_RS01210,XNR_RS01210,NC_020990.1,,302064,303381,-,MFS transporter,G,Op194
XNR_RS01215,XNR_RS01215,NC_020990.1,XNR_0248,303489,303848,-,MmcQ/YjbR family DNA-binding protein,S,Op195
XNR_RS01220,XNR_RS01220,NC_020990.1,XNR_0249,303893,304840,-,alpha/beta hydrolase,I,Op196
XNR_RS01225,XNR_RS01225,NC_020990.1,XNR_0250,305029,305553,+,DinB family protein,S,Op197
XNR_RS01230,XNR_RS01230,NC_020990.1,XNR_0251,305563,306117,-,GAF domain-containing protein,T,Op198
XNR_RS01235,XNR_RS01235,NC_020990.1,XNR_0252,306114,306707,-,ATP/GTP-binding protein,S,Op198
XNR_RS01240,XNR_RS01240,NC_020990.1,XNR_0253,306685,307056,-,DUF742 domain-containing protein,K,Op199
XNR_RS01245,XNR_RS01245,NC_020990.1,XNR_0254,307059,307493,-,roadblock/LC7 domain-containing protein,S,Op199
XNR_RS01250,XNR_RS01250,NC_020990.1,XNR_0255,307576,309513,-,ATP-binding protein,T,Op200
XNR_RS01255,XNR_RS01255,NC_020990.1,XNR_0256,309932,310525,+,dienelactone hydrolase family protein,Q,Op201
XNR_RS01260,XNR_RS01260,NC_020990.1,XNR_0257,310512,310868,-,DUF4190 domain-containing protein,-,Op202
XNR_RS31020,XNR_RS31020,NC_020990.1,XNR_0258,311057,311281,+,hypothetical protein,K,Op203
XNR_RS01270,XNR_RS01270,NC_020990.1,XNR_0259,311285,312514,-,MBL fold metallo-hydrolase,S,Op204
XNR_RS01275,XNR_RS01275,NC_020990.1,XNR_0260,312662,313450,-,SGNH/GDSL hydrolase family protein,E,Op205
XNR_RS01280,XNR_RS01280,NC_020990.1,XNR_0261,313740,314555,+,tyrosine-protein phosphatase,T,Op206
XNR_RS29515,XNR_RS29515,NC_020990.1,XNR_0262,314565,314750,-,DUF6126 family protein,-,Op207
XNR_RS01290,XNR_RS01290,NC_020990.1,XNR_0263,314747,315364,-,XRE family transcriptional regulator,K,Op207
XNR_RS01295,XNR_RS01295,NC_020990.1,XNR_0264,315432,316856,-,aspartate aminotransferase family protein,E,Op208
XNR_RS01300,hpnH,NC_020990.1,XNR_0265,316927,317949,-,adenosyl-hopene transferase HpnH,I,Op209
XNR_RS01305,XNR_RS01305,NC_020990.1,XNR_0266,317955,318626,-,lipoprotein,F,Op209
XNR_RS01310,shc,NC_020990.1,XNR_0267,318626,320617,-,squalene--hopene cyclase,I,Op209
XNR_RS01315,XNR_RS01315,NC_020990.1,XNR_0269,320813,321871,-,polyprenyl synthetase family protein,H,Op210
XNR_RS01320,hpnE,NC_020990.1,XNR_0270,321953,323329,-,hydroxysqualene dehydroxylase HpnE,H,Op211
XNR_RS01325,hpnD,NC_020990.1,XNR_0271,323326,324282,-,presqualene diphosphate synthase HpnD,I,Op211
XNR_RS01330,hpnC,NC_020990.1,XNR_0272,324279,325190,-,squalene synthase HpnC,I,Op211
XNR_RS01335,XNR_RS01335,NC_020990.1,XNR_0273,325603,326400,-,ABC transporter ATP-binding protein,G,Op212
XNR_RS01340,XNR_RS01340,NC_020990.1,XNR_0274,326387,327328,-,ABC transporter permease,G,Op212
XNR_RS01345,XNR_RS01345,NC_020990.1,XNR_0275,327446,328291,-,glycosyltransferase,M,Op213
XNR_RS01350,XNR_RS01350,NC_020990.1,XNR_0276,328339,329118,-,CDP-alcohol phosphatidyltransferase family protein,I,Op214
XNR_RS01355,XNR_RS01355,NC_020990.1,XNR_0277,329096,330157,-,iron-containing alcohol dehydrogenase family protein,C,Op215
XNR_RS01360,XNR_RS01360,NC_020990.1,XNR_0278,330145,330897,-,phosphocholine cytidylyltransferase family protein,M,Op215
XNR_RS01365,XNR_RS01365,NC_020990.1,XNR_0279,330894,332693,-,DUF5941 domain-containing protein,I,Op215
XNR_RS01370,XNR_RS01370,NC_020990.1,XNR_0280,333245,334183,+,cation diffusion facilitator family transporter,P,Op216
XNR_RS01375,idi,NC_020990.1,XNR_0281,334498,335094,+,isopentenyl-diphosphate Delta-isomerase,I,Op217
XNR_RS01380,XNR_RS01380,NC_020990.1,XNR_0282,335098,335580,-,ATP-binding protein,T,Op218
XNR_RS01385,XNR_RS01385,NC_020990.1,XNR_0283,335808,336419,-,HdeD family acid-resistance protein,S,Op219
XNR_RS01390,XNR_RS01390,NC_020990.1,XNR_0284,336510,337277,+,enoyl-CoA hydratase-related protein,I,Op220
XNR_RS01395,XNR_RS01395,NC_020990.1,XNR_0285,337335,338198,+,hypothetical protein,K,Op221
XNR_RS01400,XNR_RS01400,NC_020990.1,XNR_0286,338225,338734,-,hypothetical protein,-,Op222
XNR_RS01405,XNR_RS01405,NC_020990.1,XNR_0288,338946,341369,+,Tex family protein,K,Op223
XNR_RS01410,XNR_RS01410,NC_020990.1,XNR_0289,341718,343094,+,sodium:glutamate symporter,E,Op224
XNR_RS01415,XNR_RS01415,NC_020990.1,XNR_0290,343115,344752,-,ABC-F family ATP-binding cassette domain-containing protein,S,Op225
XNR_RS01420,XNR_RS01420,NC_020990.1,XNR_0291,344828,345556,+,GntR family transcriptional regulator,K,Op226
XNR_RS01425,XNR_RS01425,NC_020990.1,XNR_0292,345746,347053,+,amidohydrolase family protein,Q,Op227
XNR_RS01430,XNR_RS01430,NC_020990.1,XNR_0293,347079,348389,+,amidohydrolase family protein,F,Op227
XNR_RS01435,XNR_RS01435,NC_020990.1,XNR_0294,348401,349093,-,class I SAM-dependent methyltransferase,Q,Op228
XNR_RS01440,XNR_RS01440,NC_020990.1,XNR_0295,349153,350727,-,VWA domain-containing protein,S,Op229
XNR_RS01445,XNR_RS01445,NC_020990.1,XNR_0296,350745,351959,-,AAA family ATPase,S,Op229
XNR_RS01450,XNR_RS01450,NC_020990.1,XNR_0297,352057,353004,+,FAD-dependent oxidoreductase,E,Op230
XNR_RS01455,XNR_RS01455,NC_020990.1,XNR_0298,353087,354862,-,BCCT family transporter,M,Op231
XNR_RS01460,XNR_RS01460,NC_020990.1,XNR_0299,355263,356000,+,MerR family transcriptional regulator,K,Op232
XNR_RS01465,XNR_RS01465,NC_020990.1,XNR_0300,356073,358253,-,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein,I,Op233
XNR_RS01470,XNR_RS01470,NC_020990.1,XNR_0301,358302,359516,-,acetyl-CoA C-acetyltransferase,I,Op234
XNR_RS01475,XNR_RS01475,NC_020990.1,XNR_0302,359555,360697,-,acyl-CoA dehydrogenase family protein,I,Op234
XNR_RS01480,XNR_RS01480,NC_020990.1,XNR_0303,360772,361887,-,CaiB/BaiF CoA-transferase family protein,C,Op235
XNR_RS01485,XNR_RS01485,NC_020990.1,XNR_0304,362081,362533,+,DUF523 domain-containing protein,F,Op236
XNR_RS01490,XNR_RS01490,NC_020990.1,XNR_0305,362559,363284,-,endonuclease V,L,Op237
XNR_RS01495,XNR_RS01495,NC_020990.1,XNR_0306,363346,363834,+,NUDIX domain-containing protein,L,Op238
XNR_RS01500,XNR_RS01500,NC_020990.1,XNR_0307,363979,365373,+,NADP-dependent succinic semialdehyde dehydrogenase,C,Op239
XNR_RS01505,XNR_RS01505,NC_020990.1,XNR_0308,365532,365951,+,DUF1622 domain-containing protein,S,Op240
XNR_RS01510,XNR_RS01510,NC_020990.1,XNR_0309,365948,366235,+,hypothetical protein,-,Op240
XNR_RS01515,XNR_RS01515,NC_020990.1,XNR_0310,366321,367919,-,PTS ascorbate transporter subunit IIC,G,Op241
XNR_RS01520,XNR_RS01520,NC_020990.1,XNR_0311,367937,368743,-,PTS sugar transporter subunit IIA,G,Op241
XNR_RS01525,XNR_RS01525,NC_020990.1,XNR_0312,368875,369348,+,hypothetical protein,X,Op242
XNR_RS01530,secD,NC_020990.1,XNR_0313,369493,371793,+,protein translocase subunit SecD,U,Op243
XNR_RS01535,XNR_RS01535,NC_020990.1,XNR_0314,371954,372370,+,SsgA family sporulation/cell division regulator,S,Op244
XNR_RS01540,XNR_RS01540,NC_020990.1,XNR_0315,372724,374355,+,ATP-binding cassette domain-containing protein,S,Op245
XNR_RS01545,XNR_RS01545,NC_020990.1,XNR_0316,374562,375539,+,acyl-ACP desaturase,F,Op246
XNR_RS01550,XNR_RS01550,NC_020990.1,XNR_0317,375629,375874,-,WhiB family transcriptional regulator,K,Op247
XNR_RS01555,XNR_RS01555,NC_020990.1,XNR_0318,375940,376743,-,VOC family protein,S,Op248
XNR_RS01560,XNR_RS01560,NC_020990.1,XNR_0319,376954,377223,+,glycosyl transferase group 1,M,Op249
XNR_RS01565,XNR_RS01565,NC_020990.1,XNR_0320,377674,378906,+,glycoside hydrolase family 64 protein,G,Op250
XNR_RS01570,XNR_RS01570,NC_020990.1,XNR_0321,378969,380015,-,LacI family DNA-binding transcriptional regulator,K,Op251
XNR_RS01575,XNR_RS01575,NC_020990.1,XNR_0322,380094,381188,-,multicopper oxidase domain-containing protein,Q,Op252
XNR_RS01580,XNR_RS01580,NC_020990.1,XNR_0323,381505,383937,+,ThuA domain-containing protein,G,Op253
XNR_RS01585,XNR_RS01585,NC_020990.1,XNR_0324,383937,386159,+,DUF1080 domain-containing protein,G,Op253
XNR_RS01590,XNR_RS01590,NC_020990.1,,386317,387489,+,MFS transporter,E,Op254
XNR_RS31505,XNR_RS31505,NC_020990.1,,387441,387938,+,MFS transporter,E,Op255
XNR_RS01595,XNR_RS01595,NC_020990.1,XNR_0326,388038,388310,+,type B 50S ribosomal protein L31,J,Op256
XNR_RS31025,XNR_RS31025,NC_020990.1,,389013,389227,-,MBL fold metallo-hydrolase,X,Op257
XNR_RS01600,XNR_RS01600,NC_020990.1,XNR_0327,390036,392495,+,SpoIIE family protein phosphatase,T,Op258
XNR_RS01605,XNR_RS01605,NC_020990.1,XNR_0328,392856,395183,-,heavy metal translocating P-type ATPase,P,Op259
XNR_RS01610,kdpC,NC_020990.1,XNR_0329,395407,396024,-,potassium-transporting ATPase subunit KdpC,P,Op260
XNR_RS01615,kdpB,NC_020990.1,,396043,398172,-,potassium-transporting ATPase subunit KdpB,P,Op260
XNR_RS01620,kdpA,NC_020990.1,,398169,399837,-,potassium-transporting ATPase subunit KdpA,P,Op260
XNR_RS29540,kdpF,NC_020990.1,,399839,399928,-,K(+)-transporting ATPase subunit F,X,Op260
XNR_RS31030,XNR_RS31030,NC_020990.1,,399925,400068,-,hypothetical protein,X,Op261
XNR_RS01630,XNR_RS01630,NC_020990.1,XNR_0331,400203,401345,-,universal stress protein,T,Op262
XNR_RS01635,XNR_RS01635,NC_020990.1,XNR_0332,401403,402536,-,lysylphosphatidylglycerol synthase transmembrane domain-containing protein,M,Op262
XNR_RS30720,XNR_RS30720,NC_020990.1,,403017,403157,-,IS5/IS1182 family transposase,L,Op263
XNR_RS01640,ligD,NC_020990.1,XNR_0333,403297,404316,-,non-homologous end-joining DNA ligase,L,Op264
XNR_RS01645,XNR_RS01645,NC_020990.1,XNR_0334,404370,405437,+,ATP-dependent DNA ligase,L,Op265
XNR_RS01650,XNR_RS01650,NC_020990.1,XNR_0335,405447,406502,-,enoyl-CoA hydratase/isomerase family protein,I,Op266
XNR_RS01655,XNR_RS01655,NC_020990.1,,406674,409336,-,AAA family ATPase,K,Op267
XNR_RS01660,XNR_RS01660,NC_020990.1,XNR_0337,409611,410504,+,DUF2510 domain-containing protein,-,Op268
XNR_RS01665,XNR_RS01665,NC_020990.1,XNR_0338,410661,411314,-,TetR/AcrR family transcriptional regulator,K,Op269
XNR_RS01670,XNR_RS01670,NC_020990.1,XNR_0339,411511,412296,+,phosphatase PAP2 family protein,S,Op270
XNR_RS01675,XNR_RS01675,NC_020990.1,XNR_0340,412293,413210,+,DMT family transporter,E,Op270
XNR_RS01680,XNR_RS01680,NC_020990.1,XNR_0341,413224,413760,-,hypothetical protein,O,Op271
XNR_RS01685,XNR_RS01685,NC_020990.1,XNR_0342,413805,414878,-,MerR family transcriptional regulator,K,Op272
XNR_RS01690,XNR_RS01690,NC_020990.1,XNR_0343,415067,416365,+,VWA domain-containing protein,S,Op273
XNR_RS01695,XNR_RS01695,NC_020990.1,XNR_0344,416365,417264,+,hypothetical protein,-,Op273
XNR_RS01700,XNR_RS01700,NC_020990.1,XNR_0345,417456,419273,+,AMP-dependent synthetase/ligase,I,Op274
XNR_RS01705,XNR_RS01705,NC_020990.1,XNR_0346,419497,420003,+,GNAT family N-acetyltransferase,K,Op275
XNR_RS01710,XNR_RS01710,NC_020990.1,XNR_0347,420688,420903,+,hypothetical protein,-,Op276
XNR_RS01715,XNR_RS01715,NC_020990.1,XNR_0348,421101,421907,+,HlyD family efflux transporter periplasmic adaptor subunit,I,Op277
XNR_RS01720,XNR_RS01720,NC_020990.1,XNR_0349,421904,424201,+,NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit,V,Op277
XNR_RS01725,XNR_RS01725,NC_020990.1,XNR_0350,424203,427040,+,NHLP bacteriocin export ABC transporter permease/ATPase subunit,V,Op277
XNR_RS01730,XNR_RS01730,NC_020990.1,XNR_0351,427119,427667,+,MarR family transcriptional regulator,K,Op278
XNR_RS01735,XNR_RS01735,NC_020990.1,XNR_0352,427740,428498,-,RidA family protein,J,Op279
XNR_RS01740,XNR_RS01740,NC_020990.1,XNR_0353,428495,429550,-,aromatic ring-hydroxylating dioxygenase subunit alpha,P,Op279
XNR_RS01745,XNR_RS01745,NC_020990.1,XNR_0354,429552,429767,-,hypothetical protein,-,Op279
XNR_RS01750,XNR_RS01750,NC_020990.1,XNR_0355,429797,430777,-,PDR/VanB family oxidoreductase,C,Op279
XNR_RS01755,XNR_RS01755,NC_020990.1,XNR_0356,430830,432467,-,thiamine pyrophosphate-binding protein,E,Op280
XNR_RS01760,XNR_RS01760,NC_020990.1,XNR_0357,432480,433250,-,SDR family oxidoreductase,I,Op280
XNR_RS01765,XNR_RS01765,NC_020990.1,XNR_0358,433267,434016,-,SDR family oxidoreductase,I,Op280
XNR_RS01770,XNR_RS01770,NC_020990.1,XNR_0359,434016,434537,-,cupin domain-containing protein,S,Op280
XNR_RS01775,XNR_RS01775,NC_020990.1,XNR_0360,434629,435423,-,alpha/beta fold hydrolase,I,Op281
XNR_RS01780,XNR_RS01780,NC_020990.1,XNR_0361,435420,436256,-,DUF108 domain-containing protein,S,Op281
XNR_RS01785,XNR_RS01785,NC_020990.1,XNR_0362,436253,437209,-,VOC family protein,E,Op281
XNR_RS01790,XNR_RS01790,NC_020990.1,XNR_0363,437239,438738,-,aldehyde dehydrogenase,C,Op281
XNR_RS01795,XNR_RS01795,NC_020990.1,XNR_0364,439113,439943,+,FAD binding domain-containing protein,C,Op282
XNR_RS01800,XNR_RS01800,NC_020990.1,XNR_0365,439940,440425,+,(2Fe-2S)-binding protein,C,Op282
XNR_RS01805,XNR_RS01805,NC_020990.1,XNR_0366,440422,442725,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,C,Op282
XNR_RS01810,XNR_RS01810,NC_020990.1,XNR_0367,442924,444288,+,MFS transporter,G,Op283
XNR_RS01815,XNR_RS01815,NC_020990.1,XNR_0368,444545,445099,+,DoxX family protein,S,Op284
XNR_RS01820,XNR_RS01820,NC_020990.1,XNR_0369,445175,445996,+,N-formylglutamate amidohydrolase,E,Op285
XNR_RS01825,rbsD,NC_020990.1,XNR_0370,446070,446459,-,D-ribose pyranase,G,Op286
XNR_RS01830,XNR_RS01830,NC_020990.1,XNR_0371,446456,447373,-,ribokinase,G,Op286
XNR_RS01835,XNR_RS01835,NC_020990.1,XNR_0372,447406,449367,-,substrate-binding domain-containing protein,G,Op286
XNR_RS01840,XNR_RS01840,NC_020990.1,XNR_0373,449357,450895,-,sugar ABC transporter ATP-binding protein,G,Op286
XNR_RS01845,XNR_RS01845,NC_020990.1,XNR_0374,450892,451926,-,LacI family DNA-binding transcriptional regulator,K,Op286
XNR_RS01850,XNR_RS01850,NC_020990.1,XNR_0375,452145,452576,+,hypothetical protein,-,Op287
XNR_RS01855,XNR_RS01855,NC_020990.1,XNR_0376,452737,453000,-,DUF4235 domain-containing protein,S,Op288
XNR_RS01860,XNR_RS01860,NC_020990.1,XNR_0377,453000,453470,-,DUF3618 domain-containing protein,X,Op288
XNR_RS01865,XNR_RS01865,NC_020990.1,XNR_0378,453585,454595,-,YihY/virulence factor BrkB family protein,D,Op289
XNR_RS01870,XNR_RS01870,NC_020990.1,XNR_0379,454751,455359,+,DUF6058 family natural product biosynthesis protein,-,Op290
XNR_RS01880,XNR_RS01880,NC_020990.1,XNR_0381,455695,456771,-,sugar phosphate isomerase/epimerase,G,Op291
XNR_RS01885,XNR_RS01885,NC_020990.1,XNR_0382,456768,458198,-,alkaline phosphatase family protein,S,Op291
XNR_RS01890,eboE,NC_020990.1,XNR_0383,458195,459370,-,metabolite traffic protein EboE,G,Op291
XNR_RS01895,XNR_RS01895,NC_020990.1,XNR_0384,459375,460247,-,TatD family hydrolase,S,Op291
XNR_RS01900,XNR_RS01900,NC_020990.1,XNR_0385,460247,460924,-,EboA domain-containing protein,G,Op291
XNR_RS01905,XNR_RS01905,NC_020990.1,XNR_0386,460974,461864,-,sugar phosphate isomerase/epimerase,G,Op292
XNR_RS01910,XNR_RS01910,NC_020990.1,XNR_0387,461861,462817,-,UbiA family prenyltransferase,H,Op292
XNR_RS01915,XNR_RS01915,NC_020990.1,XNR_0388,462814,464016,-,inositol-3-phosphate synthase,I,Op292
XNR_RS01920,XNR_RS01920,NC_020990.1,XNR_0389,464307,468032,-,ThuA domain-containing protein,G,Op293
XNR_RS01925,XNR_RS01925,NC_020990.1,XNR_0390,468274,469278,-,sugar phosphate isomerase/epimerase,G,Op294
XNR_RS01930,XNR_RS01930,NC_020990.1,XNR_0391,469280,470512,-,Gfo/Idh/MocA family oxidoreductase,E,Op294
XNR_RS01935,XNR_RS01935,NC_020990.1,XNR_0392,470620,471663,-,substrate-binding domain-containing protein,G,Op295
XNR_RS01940,XNR_RS01940,NC_020990.1,XNR_0393,471727,472773,-,ABC transporter permease,G,Op296
XNR_RS01945,XNR_RS01945,NC_020990.1,XNR_0394,472770,474293,-,sugar ABC transporter ATP-binding protein,G,Op296
XNR_RS01950,XNR_RS01950,NC_020990.1,XNR_0395,474690,475871,-,ROK family transcriptional regulator,G,Op297
XNR_RS01955,XNR_RS01955,NC_020990.1,XNR_0396,476146,477096,-,ketoacyl-ACP synthase III,I,Op298
XNR_RS30725,XNR_RS30725,NC_020990.1,XNR_0397,477248,477385,-,hypothetical protein,-,Op299
XNR_RS01960,XNR_RS01960,NC_020990.1,XNR_0398,477369,478760,-,OFA family MFS transporter,P,Op299
XNR_RS01965,fdhD,NC_020990.1,XNR_0399,479011,479853,+,formate dehydrogenase accessory sulfurtransferase FdhD,C,Op300
XNR_RS01970,XNR_RS01970,NC_020990.1,XNR_0400,479869,480882,-,bile acid:sodium symporter,S,Op301
XNR_RS01975,XNR_RS01975,NC_020990.1,XNR_0401,481047,481928,+,LysR substrate-binding domain-containing protein,K,Op302
XNR_RS01980,XNR_RS01980,NC_020990.1,XNR_0402,481993,483543,-,alanine/glycine:cation symporter family protein,E,Op303
XNR_RS01985,XNR_RS01985,NC_020990.1,XNR_0403,484123,485949,+,AMP-dependent synthetase/ligase,I,Op304
XNR_RS01990,XNR_RS01990,NC_020990.1,XNR_0404,486129,486920,+,aldo/keto reductase,K,Op305
XNR_RS01995,XNR_RS01995,NC_020990.1,XNR_0405,486998,487882,-,class I SAM-dependent methyltransferase,J,Op306
XNR_RS02000,XNR_RS02000,NC_020990.1,XNR_0406,487987,488697,-,class I SAM-dependent methyltransferase,Q,Op307
XNR_RS02005,XNR_RS02005,NC_020990.1,XNR_0407,488699,489004,-,4a-hydroxytetrahydrobiopterin dehydratase,H,Op307
XNR_RS02010,XNR_RS02010,NC_020990.1,XNR_0408,489167,489472,-,YciI family protein,S,Op308
XNR_RS02015,XNR_RS02015,NC_020990.1,XNR_0409,489633,490160,+,SRPBCC family protein,S,Op309
XNR_RS02020,XNR_RS02020,NC_020990.1,XNR_0410,490410,491069,+,hypothetical protein,-,Op310
XNR_RS02025,XNR_RS02025,NC_020990.1,XNR_0411,491075,491743,+,hypothetical protein,C,Op310
XNR_RS02030,XNR_RS02030,NC_020990.1,XNR_0412,491923,495618,+,nitrate reductase subunit alpha,C,Op311
XNR_RS02035,narH,NC_020990.1,XNR_0413,495637,497262,+,nitrate reductase subunit beta,C,Op311
XNR_RS02040,narJ,NC_020990.1,XNR_0414,497262,497855,+,nitrate reductase molybdenum cofactor assembly chaperone,C,Op311
XNR_RS02045,narI,NC_020990.1,XNR_0415,497865,498575,+,respiratory nitrate reductase subunit gamma,C,Op311
XNR_RS02050,XNR_RS02050,NC_020990.1,XNR_0416,498627,499052,-,OsmC family peroxiredoxin,O,Op312
XNR_RS02055,XNR_RS02055,NC_020990.1,XNR_0417,499284,500327,+,methyltransferase,Q,Op313
XNR_RS02060,XNR_RS02060,NC_020990.1,XNR_0418,500305,502320,-,phage holin family protein,S,Op314
XNR_RS02065,XNR_RS02065,NC_020990.1,XNR_0419,502498,502920,-,hypothetical protein,-,Op315
XNR_RS02070,XNR_RS02070,NC_020990.1,XNR_0420,503076,503843,+,MBL fold metallo-hydrolase,S,Op316
XNR_RS02075,XNR_RS02075,NC_020990.1,XNR_0421,503840,504493,+,VTT domain-containing protein,S,Op316
XNR_RS02080,XNR_RS02080,NC_020990.1,XNR_0422,504506,505528,-,MBL fold metallo-hydrolase,S,Op317
XNR_RS02085,XNR_RS02085,NC_020990.1,XNR_0423,505525,506775,-,aminotransferase class I/II,E,Op317
XNR_RS31035,XNR_RS31035,NC_020990.1,XNR_0424,507023,507565,+,DUF2795 domain-containing protein,S,Op318
XNR_RS02090,XNR_RS02090,NC_020990.1,XNR_0425,507477,508028,+,type 1 glutamine amidotransferase,V,Op319
XNR_RS02095,XNR_RS02095,NC_020990.1,XNR_0426,508047,508640,-,TIGR03086 family metal-binding protein,J,Op320
XNR_RS02100,XNR_RS02100,NC_020990.1,XNR_0427,508763,510286,+,bifunctional phosphatase PAP2/diacylglycerol kinase family protein,I,Op321
XNR_RS02105,XNR_RS02105,NC_020990.1,XNR_0428,510437,511252,+,methyltransferase domain-containing protein,Q,Op322
XNR_RS02110,XNR_RS02110,NC_020990.1,XNR_0429,511806,512753,+,LysM peptidoglycan-binding domain-containing M23 family metallopeptidase,M,Op323
XNR_RS02115,XNR_RS02115,NC_020990.1,XNR_0430,512857,513720,-,alpha/beta fold hydrolase,S,Op324
XNR_RS02120,XNR_RS02120,NC_020990.1,XNR_0431,513783,514382,+,TetR family transcriptional regulator C-terminal domain-containing protein,K,Op325
XNR_RS02125,XNR_RS02125,NC_020990.1,XNR_0432,514342,514713,-,MerR family transcriptional regulator,K,Op326
XNR_RS02130,XNR_RS02130,NC_020990.1,XNR_0433,514822,515703,+,NADP-dependent oxidoreductase,C,Op327
XNR_RS02135,XNR_RS02135,NC_020990.1,XNR_0434,515919,516275,+,hypothetical protein,E,Op328
XNR_RS02140,XNR_RS02140,NC_020990.1,XNR_0435,516283,518337,-,DUF5107 domain-containing protein,S,Op329
XNR_RS02145,XNR_RS02145,NC_020990.1,XNR_0436,518389,519006,-,GNAT family protein,J,Op330
XNR_RS02150,XNR_RS02150,NC_020990.1,XNR_0437,519098,519652,-,hypothetical protein,S,Op331
XNR_RS02155,XNR_RS02155,NC_020990.1,XNR_0438,519732,521525,-,ABC transporter,S,Op332
XNR_RS02160,XNR_RS02160,NC_020990.1,XNR_0439,521679,522620,-,DNA-3-methyladenine glycosylase,L,Op333
XNR_RS02165,XNR_RS02165,NC_020990.1,XNR_0440,522790,523728,-,LD-carboxypeptidase,V,Op334
XNR_RS02170,XNR_RS02170,NC_020990.1,XNR_0441,523806,525785,-,prolyl oligopeptidase family serine peptidase,E,Op335
XNR_RS02175,XNR_RS02175,NC_020990.1,XNR_0442,525849,527201,-,M20/M25/M40 family metallo-hydrolase,E,Op336
XNR_RS02180,XNR_RS02180,NC_020990.1,XNR_0443,527194,528027,-,M55 family metallopeptidase,E,Op336
XNR_RS02185,XNR_RS02185,NC_020990.1,XNR_0444,528156,530714,-,MFS transporter,E,Op337
XNR_RS02190,XNR_RS02190,NC_020990.1,XNR_0445,530961,531404,-,SRPBCC family protein,S,Op338
XNR_RS02195,XNR_RS02195,NC_020990.1,XNR_0446,531548,532585,+,Rv2578c family radical SAM protein,L,Op339
